"seed","data","criterion","method","K","silhouette","dunn","ari_true","runtime","filename"
1,"Lsun","dunnindex","gmm",9,0.423782525174381,0.0419563430558745,-10,0.212352169,"Lsun-dunnindex-seed1"
1,"Lsun","dunnindex","dbscan",0.5,0.439361969849105,0.117052395539751,-10,0.265263524,"Lsun-dunnindex-seed1"
2,"Lsun","dunnindex","True",3,0.439361969849105,0.117052395539751,1,0,"Lsun-dunnindex-seed2"
2,"Lsun","dunnindex","ICOT_local",6,0.497440884272927,0.0655480046900138,-10,71.101286202,"Lsun-dunnindex-seed2"
2,"Lsun","dunnindex","OCT",5,0.537822902867191,0.055973938452984,-10,0.108436559,"Lsun-dunnindex-seed2"
2,"Lsun","dunnindex","kmeans_plus",5,0.537822902867191,0.055973938452984,-10,0.157007263,"Lsun-dunnindex-seed2"
2,"Lsun","dunnindex","hclust",10,0.388729887157816,0.0705328095456078,-10,1.048813391,"Lsun-dunnindex-seed2"
2,"Lsun","dunnindex","gmm",9,0.423782525174381,0.0419563430558745,-10,0.235174293,"Lsun-dunnindex-seed2"
2,"Lsun","dunnindex","dbscan",0.5,0.439361969849105,0.117052395539751,-10,0.243520534,"Lsun-dunnindex-seed2"
3,"Lsun","dunnindex","True",3,0.439361969849105,0.117052395539751,1,0,"Lsun-dunnindex-seed3"
3,"Lsun","dunnindex","ICOT_local",6,0.497440884272927,0.0655480046900138,-10,69.486456407,"Lsun-dunnindex-seed3"
3,"Lsun","dunnindex","OCT",5,0.537822902867191,0.055973938452984,-10,0.10817978,"Lsun-dunnindex-seed3"
3,"Lsun","dunnindex","kmeans_plus",5,0.537822902867191,0.055973938452984,-10,0.162808869,"Lsun-dunnindex-seed3"
3,"Lsun","dunnindex","hclust",10,0.388729887157816,0.0705328095456078,-10,0.942921283,"Lsun-dunnindex-seed3"
