"seed","data","criterion","geom_threshold","warm_start","method","K","silhouette","dunn","ari_true","runtime","filename"
4,"Chainlink","dunnindex",0,"oct","OCT",8,0.322707339773334,0.0107609174304672,-10,0.687021288,"Chainlink-dunnindex-seed4-geom0.0-ws_oct"
4,"Chainlink","dunnindex",0,"oct","kmeans_plus",8,0.497237351196446,0.0302325601325604,-10,3.272519046,"Chainlink-dunnindex-seed4-geom0.0-ws_oct"
4,"Chainlink","dunnindex",0,"oct","hclust",9,0.476574415389627,0.0373478629998151,-10,2.999164067,"Chainlink-dunnindex-seed4-geom0.0-ws_oct"
4,"Chainlink","dunnindex",0,"oct","gmm",7,0.380699991935625,0.0189311375508174,-10,0.330219802,"Chainlink-dunnindex-seed4-geom0.0-ws_oct"
4,"Chainlink","dunnindex",0,"oct","dbscan",0.4,0.157634784984261,0.264920484035693,-10,0.875081894,"Chainlink-dunnindex-seed4-geom0.0-ws_oct"
4,"Chainlink","dunnindex",0.9,"none","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-dunnindex-seed4-geom0.9-ws_none"
4,"Chainlink","dunnindex",0.9,"none","ICOT_local",2,0.00455239839208024,0.0316822855122433,0,6086.108911989,"Chainlink-dunnindex-seed4-geom0.9-ws_none"
4,"Chainlink","dunnindex",0.9,"none","OCT",8,0.322707339773334,0.0107609174304672,-10,0.767220042,"Chainlink-dunnindex-seed4-geom0.9-ws_none"
4,"Chainlink","dunnindex",0.9,"none","kmeans_plus",8,0.497237351196446,0.0302325601325604,-10,3.16891421,"Chainlink-dunnindex-seed4-geom0.9-ws_none"
4,"Chainlink","dunnindex",0.9,"none","hclust",9,0.476574415389627,0.0373478629998151,-10,2.563766824,"Chainlink-dunnindex-seed4-geom0.9-ws_none"
4,"Chainlink","dunnindex",0.9,"none","gmm",7,0.380699991935625,0.0189311375508174,-10,0.295975099,"Chainlink-dunnindex-seed4-geom0.9-ws_none"
4,"Chainlink","dunnindex",0.9,"none","dbscan",0.4,0.157634784984261,0.264920484035693,-10,0.691653693,"Chainlink-dunnindex-seed4-geom0.9-ws_none"
4,"Chainlink","dunnindex",0.9,"oct","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-dunnindex-seed4-geom0.9-ws_oct"
4,"Chainlink","dunnindex",0.9,"oct","ICOT_local",4,0.381911246477149,0.0324593382404558,-10,2561.709368316,"Chainlink-dunnindex-seed4-geom0.9-ws_oct"
4,"Chainlink","dunnindex",0.9,"oct","OCT",8,0.322707339773334,0.0107609174304672,-10,0.686432836,"Chainlink-dunnindex-seed4-geom0.9-ws_oct"
4,"Chainlink","dunnindex",0.9,"oct","kmeans_plus",8,0.497237351196446,0.0302325601325604,-10,3.259787042,"Chainlink-dunnindex-seed4-geom0.9-ws_oct"
4,"Chainlink","dunnindex",0.9,"oct","hclust",9,0.476574415389627,0.0373478629998151,-10,2.80609548,"Chainlink-dunnindex-seed4-geom0.9-ws_oct"
4,"Chainlink","dunnindex",0.9,"oct","gmm",7,0.380699991935625,0.0189311375508174,-10,0.311588214,"Chainlink-dunnindex-seed4-geom0.9-ws_oct"
4,"Chainlink","dunnindex",0.9,"oct","dbscan",0.4,0.157634784984261,0.264920484035693,-10,0.724263574,"Chainlink-dunnindex-seed4-geom0.9-ws_oct"
4,"Chainlink","dunnindex",0.99,"none","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-dunnindex-seed4-geom0.99-ws_none"
4,"Chainlink","dunnindex",0.99,"none","ICOT_local",2,0.00455239839208024,0.0316822855122433,0,5971.582375276,"Chainlink-dunnindex-seed4-geom0.99-ws_none"
4,"Chainlink","dunnindex",0.99,"none","OCT",8,0.322707339773334,0.0107609174304672,-10,0.883548132,"Chainlink-dunnindex-seed4-geom0.99-ws_none"
4,"Chainlink","dunnindex",0.99,"none","kmeans_plus",8,0.497237351196446,0.0302325601325604,-10,3.167150072,"Chainlink-dunnindex-seed4-geom0.99-ws_none"
4,"Chainlink","dunnindex",0.99,"none","hclust",9,0.476574415389627,0.0373478629998151,-10,2.738919808,"Chainlink-dunnindex-seed4-geom0.99-ws_none"
4,"Chainlink","dunnindex",0.99,"none","gmm",7,0.380699991935625,0.0189311375508174,-10,0.384139908,"Chainlink-dunnindex-seed4-geom0.99-ws_none"
4,"Chainlink","dunnindex",0.99,"none","dbscan",0.4,0.157634784984261,0.264920484035693,-10,0.840239423,"Chainlink-dunnindex-seed4-geom0.99-ws_none"
4,"Chainlink","dunnindex",0.99,"oct","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-dunnindex-seed4-geom0.99-ws_oct"
4,"Chainlink","dunnindex",0.99,"oct","ICOT_local",4,0.254429687663014,0.032367021345016,-10,744.631486816,"Chainlink-dunnindex-seed4-geom0.99-ws_oct"
4,"Chainlink","dunnindex",0.99,"oct","OCT",8,0.322707339773334,0.0107609174304672,-10,0.633279021,"Chainlink-dunnindex-seed4-geom0.99-ws_oct"
4,"Chainlink","dunnindex",0.99,"oct","kmeans_plus",8,0.497237351196446,0.0302325601325604,-10,2.957573524,"Chainlink-dunnindex-seed4-geom0.99-ws_oct"
4,"Chainlink","dunnindex",0.99,"oct","hclust",9,0.476574415389627,0.0373478629998151,-10,2.516121269,"Chainlink-dunnindex-seed4-geom0.99-ws_oct"
4,"Chainlink","dunnindex",0.99,"oct","gmm",7,0.380699991935625,0.0189311375508174,-10,0.28110458,"Chainlink-dunnindex-seed4-geom0.99-ws_oct"
4,"Chainlink","dunnindex",0.99,"oct","dbscan",0.4,0.157634784984261,0.264920484035693,-10,0.829903943,"Chainlink-dunnindex-seed4-geom0.99-ws_oct"
5,"Chainlink","dunnindex",0,"none","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-dunnindex-seed5-geom0.0-ws_none"
5,"Chainlink","dunnindex",0,"none","ICOT_local",2,0.00455239839208024,0.0316822855122433,0,9741.952986681,"Chainlink-dunnindex-seed5-geom0.0-ws_none"
5,"Chainlink","dunnindex",0,"none","OCT",10,0.330678816870154,0.00961284295306698,-10,0.707965975,"Chainlink-dunnindex-seed5-geom0.0-ws_none"
5,"Chainlink","dunnindex",0,"none","kmeans_plus",10,0.500804209280547,0.0307639427112836,-10,3.128603855,"Chainlink-dunnindex-seed5-geom0.0-ws_none"
5,"Chainlink","dunnindex",0,"none","hclust",9,0.476574415389627,0.0373478629998151,-10,2.61014089,"Chainlink-dunnindex-seed5-geom0.0-ws_none"
5,"Chainlink","dunnindex",0,"none","gmm",8,0.418854292258871,0.0114881835076279,-10,0.297937443,"Chainlink-dunnindex-seed5-geom0.0-ws_none"
5,"Chainlink","dunnindex",0,"none","dbscan",0.4,0.157634784984261,0.264920484035693,-10,0.796727558,"Chainlink-dunnindex-seed5-geom0.0-ws_none"
5,"Chainlink","dunnindex",0,"oct","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-dunnindex-seed5-geom0.0-ws_oct"
5,"Chainlink","dunnindex",0,"oct","ICOT_local",2,0.00455239839208024,0.0316822855122433,0,19730.423805279,"Chainlink-dunnindex-seed5-geom0.0-ws_oct"
5,"Chainlink","dunnindex",0,"oct","OCT",10,0.330678816870154,0.00961284295306698,-10,0.618404854,"Chainlink-dunnindex-seed5-geom0.0-ws_oct"
5,"Chainlink","dunnindex",0,"oct","kmeans_plus",10,0.500804209280547,0.0307639427112836,-10,3.232957057,"Chainlink-dunnindex-seed5-geom0.0-ws_oct"
5,"Chainlink","dunnindex",0,"oct","hclust",9,0.476574415389627,0.0373478629998151,-10,2.652008769,"Chainlink-dunnindex-seed5-geom0.0-ws_oct"
5,"Chainlink","dunnindex",0,"oct","gmm",8,0.418854292258871,0.0114881835076279,-10,0.294560161,"Chainlink-dunnindex-seed5-geom0.0-ws_oct"
5,"Chainlink","dunnindex",0,"oct","dbscan",0.4,0.157634784984261,0.264920484035693,-10,0.738629689,"Chainlink-dunnindex-seed5-geom0.0-ws_oct"
5,"Chainlink","dunnindex",0.9,"none","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-dunnindex-seed5-geom0.9-ws_none"
5,"Chainlink","dunnindex",0.9,"none","ICOT_local",2,0.00455239839208024,0.0316822855122433,0,6593.920081834,"Chainlink-dunnindex-seed5-geom0.9-ws_none"
5,"Chainlink","dunnindex",0.9,"none","OCT",10,0.330678816870154,0.00961284295306698,-10,0.685922759,"Chainlink-dunnindex-seed5-geom0.9-ws_none"
5,"Chainlink","dunnindex",0.9,"none","kmeans_plus",10,0.500804209280547,0.0307639427112836,-10,3.125634653,"Chainlink-dunnindex-seed5-geom0.9-ws_none"
5,"Chainlink","dunnindex",0.9,"none","hclust",9,0.476574415389627,0.0373478629998151,-10,2.654645543,"Chainlink-dunnindex-seed5-geom0.9-ws_none"
5,"Chainlink","dunnindex",0.9,"none","gmm",8,0.418854292258871,0.0114881835076279,-10,0.281271652,"Chainlink-dunnindex-seed5-geom0.9-ws_none"
5,"Chainlink","dunnindex",0.9,"none","dbscan",0.4,0.157634784984261,0.264920484035693,-10,0.734033925,"Chainlink-dunnindex-seed5-geom0.9-ws_none"
5,"Chainlink","dunnindex",0.9,"oct","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-dunnindex-seed5-geom0.9-ws_oct"
5,"Chainlink","dunnindex",0.9,"oct","ICOT_local",5,0.274921760344341,0.0323670680947012,-10,2890.52525951,"Chainlink-dunnindex-seed5-geom0.9-ws_oct"
5,"Chainlink","dunnindex",0.9,"oct","OCT",10,0.330678816870154,0.00961284295306698,-10,0.641174908,"Chainlink-dunnindex-seed5-geom0.9-ws_oct"
5,"Chainlink","dunnindex",0.9,"oct","kmeans_plus",10,0.500804209280547,0.0307639427112836,-10,3.394142831,"Chainlink-dunnindex-seed5-geom0.9-ws_oct"
5,"Chainlink","dunnindex",0.9,"oct","hclust",9,0.476574415389627,0.0373478629998151,-10,3.108793385,"Chainlink-dunnindex-seed5-geom0.9-ws_oct"
5,"Chainlink","dunnindex",0.9,"oct","gmm",8,0.418854292258871,0.0114881835076279,-10,0.343483955,"Chainlink-dunnindex-seed5-geom0.9-ws_oct"
5,"Chainlink","dunnindex",0.9,"oct","dbscan",0.4,0.157634784984261,0.264920484035693,-10,0.759731799,"Chainlink-dunnindex-seed5-geom0.9-ws_oct"
5,"Chainlink","dunnindex",0.99,"none","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-dunnindex-seed5-geom0.99-ws_none"
5,"Chainlink","dunnindex",0.99,"none","ICOT_local",2,0.00455239839208024,0.0316822855122433,0,6343.166195962,"Chainlink-dunnindex-seed5-geom0.99-ws_none"
5,"Chainlink","dunnindex",0.99,"none","OCT",10,0.330678816870154,0.00961284295306698,-10,1.273287535,"Chainlink-dunnindex-seed5-geom0.99-ws_none"
5,"Chainlink","dunnindex",0.99,"none","kmeans_plus",10,0.500804209280547,0.0307639427112836,-10,3.26010202,"Chainlink-dunnindex-seed5-geom0.99-ws_none"
5,"Chainlink","dunnindex",0.99,"none","hclust",9,0.476574415389627,0.0373478629998151,-10,2.777238608,"Chainlink-dunnindex-seed5-geom0.99-ws_none"
5,"Chainlink","dunnindex",0.99,"none","gmm",8,0.418854292258871,0.0114881835076279,-10,0.612652407,"Chainlink-dunnindex-seed5-geom0.99-ws_none"
5,"Chainlink","dunnindex",0.99,"none","dbscan",0.4,0.157634784984261,0.264920484035693,-10,1.077333022,"Chainlink-dunnindex-seed5-geom0.99-ws_none"
5,"Chainlink","dunnindex",0.99,"oct","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-dunnindex-seed5-geom0.99-ws_oct"
5,"Chainlink","dunnindex",0.99,"oct","ICOT_local",4,0.254429687663014,0.032367021345016,-10,659.856923978,"Chainlink-dunnindex-seed5-geom0.99-ws_oct"
5,"Chainlink","dunnindex",0.99,"oct","OCT",10,0.330678816870154,0.00961284295306698,-10,0.560902283,"Chainlink-dunnindex-seed5-geom0.99-ws_oct"
5,"Chainlink","dunnindex",0.99,"oct","kmeans_plus",10,0.500804209280547,0.0307639427112836,-10,2.673297458,"Chainlink-dunnindex-seed5-geom0.99-ws_oct"
5,"Chainlink","dunnindex",0.99,"oct","hclust",9,0.476574415389627,0.0373478629998151,-10,2.556001735,"Chainlink-dunnindex-seed5-geom0.99-ws_oct"
5,"Chainlink","dunnindex",0.99,"oct","gmm",8,0.418854292258871,0.0114881835076279,-10,0.300208258,"Chainlink-dunnindex-seed5-geom0.99-ws_oct"
5,"Chainlink","dunnindex",0.99,"oct","dbscan",0.4,0.157634784984261,0.264920484035693,-10,0.552338975,"Chainlink-dunnindex-seed5-geom0.99-ws_oct"
1,"Chainlink","silhouette",0,"none","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-silhouette-seed1-geom0.0-ws_none"
1,"Chainlink","silhouette",0,"none","ICOT_local",4,0.390961159440272,0.0176604268622038,-10,6275.915919127,"Chainlink-silhouette-seed1-geom0.0-ws_none"
1,"Chainlink","silhouette",0,"none","OCT",10,0.316476337677694,0.0153192312168552,-10,0.708244592,"Chainlink-silhouette-seed1-geom0.0-ws_none"
1,"Chainlink","silhouette",0,"none","kmeans_plus",10,0.50127463339641,0.0253854900852975,-10,3.314379117,"Chainlink-silhouette-seed1-geom0.0-ws_none"
1,"Chainlink","silhouette",0,"none","hclust",10,0.495714338045537,0.0373478629998151,-10,2.863215602,"Chainlink-silhouette-seed1-geom0.0-ws_none"
1,"Chainlink","silhouette",0,"none","gmm",9,0.406733213590969,0.00802793061352241,-10,0.262102593,"Chainlink-silhouette-seed1-geom0.0-ws_none"
1,"Chainlink","silhouette",0,"none","dbscan",0.1,0.16840106299247,0.0273915403771608,-10,0.696699937,"Chainlink-silhouette-seed1-geom0.0-ws_none"
1,"Chainlink","silhouette",0,"oct","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-silhouette-seed1-geom0.0-ws_oct"
1,"Chainlink","silhouette",0,"oct","ICOT_local",7,0.390573849519385,0.00626242132285389,-10,3662.024593336,"Chainlink-silhouette-seed1-geom0.0-ws_oct"
1,"Chainlink","silhouette",0,"oct","OCT",10,0.316476337677694,0.0153192312168552,-10,0.604374957,"Chainlink-silhouette-seed1-geom0.0-ws_oct"
1,"Chainlink","silhouette",0,"oct","kmeans_plus",10,0.50127463339641,0.0253854900852975,-10,3.247259019,"Chainlink-silhouette-seed1-geom0.0-ws_oct"
1,"Chainlink","silhouette",0,"oct","hclust",10,0.495714338045537,0.0373478629998151,-10,2.747666598,"Chainlink-silhouette-seed1-geom0.0-ws_oct"
1,"Chainlink","silhouette",0,"oct","gmm",9,0.406733213590969,0.00802793061352241,-10,0.252213486,"Chainlink-silhouette-seed1-geom0.0-ws_oct"
1,"Chainlink","silhouette",0,"oct","dbscan",0.1,0.16840106299247,0.0273915403771608,-10,0.759711652,"Chainlink-silhouette-seed1-geom0.0-ws_oct"
1,"Chainlink","silhouette",0.9,"none","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-silhouette-seed1-geom0.9-ws_none"
1,"Chainlink","silhouette",0.9,"none","ICOT_local",4,0.390961159440272,0.0176604268622038,-10,1765.733577846,"Chainlink-silhouette-seed1-geom0.9-ws_none"
1,"Chainlink","silhouette",0.9,"none","OCT",10,0.316476337677694,0.0153192312168552,-10,1.0371431,"Chainlink-silhouette-seed1-geom0.9-ws_none"
1,"Chainlink","silhouette",0.9,"none","kmeans_plus",10,0.50127463339641,0.0253854900852975,-10,3.265729859,"Chainlink-silhouette-seed1-geom0.9-ws_none"
1,"Chainlink","silhouette",0.9,"none","hclust",10,0.495714338045537,0.0373478629998151,-10,2.760295165,"Chainlink-silhouette-seed1-geom0.9-ws_none"
1,"Chainlink","silhouette",0.9,"none","gmm",9,0.406733213590969,0.00802793061352241,-10,0.267155245,"Chainlink-silhouette-seed1-geom0.9-ws_none"
1,"Chainlink","silhouette",0.9,"none","dbscan",0.1,0.16840106299247,0.0273915403771608,-10,0.699338001,"Chainlink-silhouette-seed1-geom0.9-ws_none"
1,"Chainlink","silhouette",0.9,"oct","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-silhouette-seed1-geom0.9-ws_oct"
1,"Chainlink","silhouette",0.9,"oct","ICOT_local",7,0.390168724305543,0.00626242132285389,-10,534.050757055,"Chainlink-silhouette-seed1-geom0.9-ws_oct"
1,"Chainlink","silhouette",0.9,"oct","OCT",10,0.316476337677694,0.0153192312168552,-10,0.608635292,"Chainlink-silhouette-seed1-geom0.9-ws_oct"
1,"Chainlink","silhouette",0.9,"oct","kmeans_plus",10,0.50127463339641,0.0253854900852975,-10,2.827948436,"Chainlink-silhouette-seed1-geom0.9-ws_oct"
1,"Chainlink","silhouette",0.9,"oct","hclust",10,0.495714338045537,0.0373478629998151,-10,2.514187341,"Chainlink-silhouette-seed1-geom0.9-ws_oct"
1,"Chainlink","silhouette",0.9,"oct","gmm",9,0.406733213590969,0.00802793061352241,-10,0.297201677,"Chainlink-silhouette-seed1-geom0.9-ws_oct"
1,"Chainlink","silhouette",0.9,"oct","dbscan",0.1,0.16840106299247,0.0273915403771608,-10,0.46400992,"Chainlink-silhouette-seed1-geom0.9-ws_oct"
1,"Chainlink","silhouette",0.99,"none","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-silhouette-seed1-geom0.99-ws_none"
1,"Chainlink","silhouette",0.99,"none","ICOT_local",4,0.39476918735742,0.0168260490166948,-10,1299.699004354,"Chainlink-silhouette-seed1-geom0.99-ws_none"
1,"Chainlink","silhouette",0.99,"none","OCT",10,0.316476337677694,0.0153192312168552,-10,0.696914656,"Chainlink-silhouette-seed1-geom0.99-ws_none"
1,"Chainlink","silhouette",0.99,"none","kmeans_plus",10,0.50127463339641,0.0253854900852975,-10,3.300830414,"Chainlink-silhouette-seed1-geom0.99-ws_none"
1,"Chainlink","silhouette",0.99,"none","hclust",10,0.495714338045537,0.0373478629998151,-10,2.801031413,"Chainlink-silhouette-seed1-geom0.99-ws_none"
1,"Chainlink","silhouette",0.99,"none","gmm",9,0.406733213590969,0.00802793061352241,-10,0.253450352,"Chainlink-silhouette-seed1-geom0.99-ws_none"
1,"Chainlink","silhouette",0.99,"none","dbscan",0.1,0.16840106299247,0.0273915403771608,-10,0.841681841,"Chainlink-silhouette-seed1-geom0.99-ws_none"
1,"Chainlink","silhouette",0.99,"oct","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-silhouette-seed1-geom0.99-ws_oct"
1,"Chainlink","silhouette",0.99,"oct","ICOT_local",7,0.388132812302189,0.00601922069776956,-10,158.958551631,"Chainlink-silhouette-seed1-geom0.99-ws_oct"
1,"Chainlink","silhouette",0.99,"oct","OCT",10,0.316476337677694,0.0153192312168552,-10,0.567553734,"Chainlink-silhouette-seed1-geom0.99-ws_oct"
1,"Chainlink","silhouette",0.99,"oct","kmeans_plus",10,0.50127463339641,0.0253854900852975,-10,3.039630013,"Chainlink-silhouette-seed1-geom0.99-ws_oct"
1,"Chainlink","silhouette",0.99,"oct","hclust",10,0.495714338045537,0.0373478629998151,-10,2.670187023,"Chainlink-silhouette-seed1-geom0.99-ws_oct"
1,"Chainlink","silhouette",0.99,"oct","gmm",9,0.406733213590969,0.00802793061352241,-10,0.244018838,"Chainlink-silhouette-seed1-geom0.99-ws_oct"
1,"Chainlink","silhouette",0.99,"oct","dbscan",0.1,0.16840106299247,0.0273915403771608,-10,0.663878271,"Chainlink-silhouette-seed1-geom0.99-ws_oct"
2,"Chainlink","silhouette",0,"none","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-silhouette-seed2-geom0.0-ws_none"
2,"Chainlink","silhouette",0,"none","ICOT_local",4,0.390961159440272,0.0176604268622038,-10,5532.623223712,"Chainlink-silhouette-seed2-geom0.0-ws_none"
2,"Chainlink","silhouette",0,"none","OCT",10,0.314861128998329,0.0157529065332377,-10,0.710034067,"Chainlink-silhouette-seed2-geom0.0-ws_none"
2,"Chainlink","silhouette",0,"none","kmeans_plus",10,0.500534586398572,0.0301386810986729,-10,3.25758827,"Chainlink-silhouette-seed2-geom0.0-ws_none"
2,"Chainlink","silhouette",0,"none","hclust",10,0.495714338045537,0.0373478629998151,-10,2.813079867,"Chainlink-silhouette-seed2-geom0.0-ws_none"
2,"Chainlink","silhouette",0,"none","gmm",9,0.407055149399175,0.00821894833606118,-10,0.265417152,"Chainlink-silhouette-seed2-geom0.0-ws_none"
2,"Chainlink","silhouette",0,"none","dbscan",0.1,0.16840106299247,0.0273915403771608,-10,0.60000004,"Chainlink-silhouette-seed2-geom0.0-ws_none"
2,"Chainlink","silhouette",0,"oct","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-silhouette-seed2-geom0.0-ws_oct"
2,"Chainlink","silhouette",0,"oct","ICOT_local",7,0.390794784908161,0.00626242132285389,-10,4093.700251362,"Chainlink-silhouette-seed2-geom0.0-ws_oct"
2,"Chainlink","silhouette",0,"oct","OCT",10,0.314861128998329,0.0157529065332377,-10,0.644563578,"Chainlink-silhouette-seed2-geom0.0-ws_oct"
2,"Chainlink","silhouette",0,"oct","kmeans_plus",10,0.500534586398572,0.0301386810986729,-10,3.286009247,"Chainlink-silhouette-seed2-geom0.0-ws_oct"
2,"Chainlink","silhouette",0,"oct","hclust",10,0.495714338045537,0.0373478629998151,-10,2.886670275,"Chainlink-silhouette-seed2-geom0.0-ws_oct"
2,"Chainlink","silhouette",0,"oct","gmm",9,0.407055149399175,0.00821894833606118,-10,0.279593264,"Chainlink-silhouette-seed2-geom0.0-ws_oct"
2,"Chainlink","silhouette",0,"oct","dbscan",0.1,0.16840106299247,0.0273915403771608,-10,0.708236812,"Chainlink-silhouette-seed2-geom0.0-ws_oct"
2,"Chainlink","silhouette",0.9,"none","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-silhouette-seed2-geom0.9-ws_none"
2,"Chainlink","silhouette",0.9,"none","ICOT_local",4,0.390961159440272,0.0176604268622038,-10,1570.962048689,"Chainlink-silhouette-seed2-geom0.9-ws_none"
2,"Chainlink","silhouette",0.9,"none","OCT",10,0.314861128998329,0.0157529065332377,-10,0.684177588,"Chainlink-silhouette-seed2-geom0.9-ws_none"
2,"Chainlink","silhouette",0.9,"none","kmeans_plus",10,0.500534586398572,0.0301386810986729,-10,3.160969419,"Chainlink-silhouette-seed2-geom0.9-ws_none"
2,"Chainlink","silhouette",0.9,"none","hclust",10,0.495714338045537,0.0373478629998151,-10,2.830393535,"Chainlink-silhouette-seed2-geom0.9-ws_none"
2,"Chainlink","silhouette",0.9,"none","gmm",9,0.407055149399175,0.00821894833606118,-10,0.251877787,"Chainlink-silhouette-seed2-geom0.9-ws_none"
2,"Chainlink","silhouette",0.9,"none","dbscan",0.1,0.16840106299247,0.0273915403771608,-10,0.71162676,"Chainlink-silhouette-seed2-geom0.9-ws_none"
2,"Chainlink","silhouette",0.9,"oct","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-silhouette-seed2-geom0.9-ws_oct"
2,"Chainlink","silhouette",0.9,"oct","ICOT_local",7,0.390794784908161,0.00626242132285389,-10,473.603610849,"Chainlink-silhouette-seed2-geom0.9-ws_oct"
2,"Chainlink","silhouette",0.9,"oct","OCT",10,0.314861128998329,0.0157529065332377,-10,0.640590256,"Chainlink-silhouette-seed2-geom0.9-ws_oct"
2,"Chainlink","silhouette",0.9,"oct","kmeans_plus",10,0.500534586398572,0.0301386810986729,-10,3.274279407,"Chainlink-silhouette-seed2-geom0.9-ws_oct"
2,"Chainlink","silhouette",0.9,"oct","hclust",10,0.495714338045537,0.0373478629998151,-10,2.57541735,"Chainlink-silhouette-seed2-geom0.9-ws_oct"
2,"Chainlink","silhouette",0.9,"oct","gmm",9,0.407055149399175,0.00821894833606118,-10,0.258040496,"Chainlink-silhouette-seed2-geom0.9-ws_oct"
2,"Chainlink","silhouette",0.9,"oct","dbscan",0.1,0.16840106299247,0.0273915403771608,-10,0.649881126,"Chainlink-silhouette-seed2-geom0.9-ws_oct"
2,"Chainlink","silhouette",0.99,"none","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-silhouette-seed2-geom0.99-ws_none"
2,"Chainlink","silhouette",0.99,"none","ICOT_local",4,0.39476918735742,0.0168260490166948,-10,1160.833814415,"Chainlink-silhouette-seed2-geom0.99-ws_none"
2,"Chainlink","silhouette",0.99,"none","OCT",10,0.314861128998329,0.0157529065332377,-10,0.699662022,"Chainlink-silhouette-seed2-geom0.99-ws_none"
2,"Chainlink","silhouette",0.99,"none","kmeans_plus",10,0.500534586398572,0.0301386810986729,-10,3.247083295,"Chainlink-silhouette-seed2-geom0.99-ws_none"
2,"Chainlink","silhouette",0.99,"none","hclust",10,0.495714338045537,0.0373478629998151,-10,2.640468869,"Chainlink-silhouette-seed2-geom0.99-ws_none"
2,"Chainlink","silhouette",0.99,"none","gmm",9,0.407055149399175,0.00821894833606118,-10,0.252062223,"Chainlink-silhouette-seed2-geom0.99-ws_none"
2,"Chainlink","silhouette",0.99,"none","dbscan",0.1,0.16840106299247,0.0273915403771608,-10,0.638909055,"Chainlink-silhouette-seed2-geom0.99-ws_none"
2,"Chainlink","silhouette",0.99,"oct","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-silhouette-seed2-geom0.99-ws_oct"
2,"Chainlink","silhouette",0.99,"oct","ICOT_local",7,0.390648969084776,0.00626242132285389,-10,145.489116526,"Chainlink-silhouette-seed2-geom0.99-ws_oct"
2,"Chainlink","silhouette",0.99,"oct","OCT",10,0.314861128998329,0.0157529065332377,-10,0.598384287,"Chainlink-silhouette-seed2-geom0.99-ws_oct"
2,"Chainlink","silhouette",0.99,"oct","kmeans_plus",10,0.500534586398572,0.0301386810986729,-10,2.984176169,"Chainlink-silhouette-seed2-geom0.99-ws_oct"
2,"Chainlink","silhouette",0.99,"oct","hclust",10,0.495714338045537,0.0373478629998151,-10,2.574322784,"Chainlink-silhouette-seed2-geom0.99-ws_oct"
2,"Chainlink","silhouette",0.99,"oct","gmm",9,0.407055149399175,0.00821894833606118,-10,0.254885815,"Chainlink-silhouette-seed2-geom0.99-ws_oct"
2,"Chainlink","silhouette",0.99,"oct","dbscan",0.1,0.16840106299247,0.0273915403771608,-10,0.678839397,"Chainlink-silhouette-seed2-geom0.99-ws_oct"
3,"Chainlink","silhouette",0,"none","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-silhouette-seed3-geom0.0-ws_none"
3,"Chainlink","silhouette",0,"none","ICOT_local",4,0.390961159440272,0.0176604268622038,-10,5420.140446153,"Chainlink-silhouette-seed3-geom0.0-ws_none"
3,"Chainlink","silhouette",0,"none","OCT",10,0.372936337784814,0.009365729061128,-10,0.740051555,"Chainlink-silhouette-seed3-geom0.0-ws_none"
3,"Chainlink","silhouette",0,"none","kmeans_plus",10,0.500516145413477,0.0302784478852165,-10,3.224202742,"Chainlink-silhouette-seed3-geom0.0-ws_none"
3,"Chainlink","silhouette",0,"none","hclust",10,0.495714338045537,0.0373478629998151,-10,2.556807464,"Chainlink-silhouette-seed3-geom0.0-ws_none"
3,"Chainlink","silhouette",0,"none","gmm",10,0.411723917095878,0.00821894833606118,-10,0.288158378,"Chainlink-silhouette-seed3-geom0.0-ws_none"
3,"Chainlink","silhouette",0,"none","dbscan",0.1,0.16840106299247,0.0273915403771608,-10,0.690876713,"Chainlink-silhouette-seed3-geom0.0-ws_none"
3,"Chainlink","silhouette",0,"oct","True",2,0.157634784984261,0.264920484035693,1,0,"Chainlink-silhouette-seed3-geom0.0-ws_oct"
3,"Chainlink","silhouette",0,"oct","ICOT_local",7,0.390794784908161,0.00626242132285389,-10,3353.064714797,"Chainlink-silhouette-seed3-geom0.0-ws_oct"
3,"Chainlink","silhouette",0,"oct","OCT",10,0.372936337784814,0.009365729061128,-10,0.617377329,"Chainlink-silhouette-seed3-geom0.0-ws_oct"
