"seed","data","criterion","method","K","silhouette","dunn","ari_true","runtime","filename"
1,"Atom","dunnindex","True",2,0.311325057003943,0.371070999354494,1,0,"Atom-dunnindex-seed1"
1,"Atom","dunnindex","ICOT_local",2,0.257823150501718,0.13687273124837,1.25158008073118e-05,190.086455233,"Atom-dunnindex-seed1"
1,"Atom","dunnindex","OCT",3,0.441534002314097,0.0536282032498416,-10,0.35286838,"Atom-dunnindex-seed1"
1,"Atom","dunnindex","kmeans_plus",3,0.446194062968273,0.052142102954956,-10,2.297565097,"Atom-dunnindex-seed1"
1,"Atom","dunnindex","hclust",9,0.576283209451983,0.0972301957730685,-10,2.201869389,"Atom-dunnindex-seed1"
1,"Atom","dunnindex","gmm",8,0.567081024472932,0.0471970472863335,-10,0.242318908,"Atom-dunnindex-seed1"
1,"Atom","dunnindex","dbscan",1,-0.0597249434935304,0.0176214931762203,-10,1.111494214,"Atom-dunnindex-seed1"
2,"Atom","dunnindex","True",2,0.311325057003943,0.371070999354494,1,0,"Atom-dunnindex-seed2"
2,"Atom","dunnindex","ICOT_local",2,0.257823150501718,0.13687273124837,1.25158008073118e-05,169.770552019,"Atom-dunnindex-seed2"
2,"Atom","dunnindex","OCT",3,0.441534002314097,0.0536282032498416,-10,0.353634162,"Atom-dunnindex-seed2"
2,"Atom","dunnindex","kmeans_plus",3,0.446194062968273,0.052142102954956,-10,2.30691348,"Atom-dunnindex-seed2"
2,"Atom","dunnindex","hclust",9,0.576283209451983,0.0972301957730685,-10,2.125934328,"Atom-dunnindex-seed2"
2,"Atom","dunnindex","gmm",3,0.419325113905826,0.0537430486798184,-10,0.242041242,"Atom-dunnindex-seed2"
2,"Atom","dunnindex","dbscan",1,-0.0597249434935304,0.0176214931762203,-10,1.157881666,"Atom-dunnindex-seed2"
3,"Atom","dunnindex","True",2,0.311325057003943,0.371070999354494,1,0,"Atom-dunnindex-seed3"
3,"Atom","dunnindex","ICOT_local",2,0.257823150501718,0.13687273124837,1.25158008073118e-05,221.930991801,"Atom-dunnindex-seed3"
3,"Atom","dunnindex","OCT",3,0.442576946146258,0.0536282032498416,-10,0.373925252,"Atom-dunnindex-seed3"
3,"Atom","dunnindex","kmeans_plus",3,0.446194062968273,0.052142102954956,-10,2.363418795,"Atom-dunnindex-seed3"
3,"Atom","dunnindex","hclust",9,0.576283209451983,0.0972301957730685,-10,2.219638638,"Atom-dunnindex-seed3"
3,"Atom","dunnindex","gmm",9,0.569812118131474,0.0498671389838498,-10,0.243581135,"Atom-dunnindex-seed3"
3,"Atom","dunnindex","dbscan",1,-0.0597249434935304,0.0176214931762203,-10,1.198894063,"Atom-dunnindex-seed3"
